file,row,record_id,plant_name,filled_family
public/hostplants.csv,788,hostplant-000825,クチナシ,アカネ科
public/hostplants.csv,791,hostplant-000829,ガガイモ,キョウチクトウ科
public/hostplants.csv,800,hostplant-000840,ツルウメモドキ,ニシキギ科
public/hostplants.csv,804,hostplant-000844,イヌコリヤナギ,ヤナギ科
public/hostplants.csv,808,hostplant-000847,コマユミ,ニシキギ科
public/hostplants.csv,809,hostplant-000848,ヒロハツリバナ,ニシキギ科
public/hostplants.csv,812,hostplant-000851,コマユミ,ニシキギ科
public/hostplants.csv,814,hostplant-000854,ハリツルマサキ,ニシキギ科
public/hostplants.csv,820,hostplant-000860,コマユミ,ニシキギ科
public/hostplants.csv,823,hostplant-000863,ソメイヨシノ,バラ科
public/hostplants.csv,826,hostplant-000866,ウラジロガシ,ブナ科
public/hostplants.csv,828,hostplant-000868,ウバメガシ,ブナ科
public/hostplants.csv,830,hostplant-000870,ヤブツバキ,ツバキ科
public/hostplants.csv,832,hostplant-000872,ナツツバキ,ツバキ科
public/hostplants.csv,833,hostplant-000873,ヒメシャラ,ツバキ科
public/hostplants.csv,834,hostplant-000874,ヤブツバキ,ツバキ科
public/hostplants.csv,843,hostplant-000883,ズミ,バラ科
public/hostplants.csv,844,hostplant-000884,マメザクラ,バラ科
public/hostplants.csv,847,hostplant-000887,ソメイヨシノ,バラ科
public/hostplants.csv,848,hostplant-000888,カスミザクラ,バラ科
public/hostplants.csv,849,hostplant-000889,マメザクラ,バラ科
public/hostplants.csv,854,hostplant-000894,マメザクラ,バラ科
public/hostplants.csv,855,hostplant-000895,カスミザクラ,バラ科
public/hostplants.csv,857,hostplant-000897,ズミ,バラ科
public/hostplants.csv,859,hostplant-000899,ソメイヨシノ,バラ科
public/hostplants.csv,860,hostplant-000900,マメザクラ,バラ科
public/hostplants.csv,862,hostplant-000902,ズミ,バラ科
public/hostplants.csv,864,hostplant-000904,ヤマネコヤナギ,ヤナギ科
public/hostplants.csv,866,hostplant-000906,ヤナギ属,ヤナギ科
public/hostplants.csv,868,hostplant-000908,ヤシャブシ,カバノキ科
public/hostplants.csv,869,hostplant-000909,ヒメヤシャブシ,カバノキ科
public/hostplants.csv,876,hostplant-000916,アベマキ,ブナ科
public/hostplants.csv,878,hostplant-000918,アオハダ,モチノキ科
public/hostplants.csv,883,hostplant-000923,イヌツゲ,モチノキ科
public/hostplants.csv,885,hostplant-000925,アオハダ,モチノキ科
public/hostplants.csv,886,hostplant-000926,ミヤマウメモドキ,モチノキ科
public/hostplants.csv,894,hostplant-000934,アオハダ,モチノキ科
public/hostplants.csv,899,hostplant-000939,イヌツゲ,モチノキ科
public/hostplants.csv,902,hostplant-000942,イヌツゲ,モチノキ科
public/hostplants.csv,903,hostplant-000943,クロガネモチ,モチノキ科
public/hostplants.csv,910,hostplant-000950,イヌツゲ,モチノキ科
public/hostplants.csv,915,hostplant-000955,マルバハギ,マメ科
public/hostplants.csv,916,hostplant-000956,メドハギ,マメ科
public/hostplants.csv,918,hostplant-000958,ホウオウボク,マメ科
public/hostplants.csv,919,hostplant-000959,ソウシジュ,マメ科
public/hostplants.csv,921,hostplant-000961,オノエヤナギ,ヤナギ科
public/hostplants.csv,922,hostplant-000962,シダレヤナギ,ヤナギ科
public/hostplants.csv,926,hostplant-000966,ハイマツ,マツ科
public/hostplants.csv,930,hostplant-000970,クロマメノキ,ツツジ科
public/hostplants.csv,950,hostplant-000990,アオモジ,クスノキ科
public/hostplants.csv,951,hostplant-000991,クロモジ,クスノキ科
public/hostplants.csv,952,hostplant-000992,ダンコウバイ,クスノキ科
public/hostplants.csv,954,hostplant-000994,カキノキ,カキノキ科
public/hostplants.csv,958,hostplant-000998,イヌマキ,マキ科
public/hostplants.csv,960,hostplant-001001,コブシ,モクレン科
public/hostplants.csv,965,hostplant-001006,ミヤマキリシマ,ツツジ科
public/hostplants.csv,968,hostplant-001009,イソツツジ,ツツジ科
public/hostplants.csv,971,hostplant-001012,ハナヒリノキ,ツツジ科
public/hostplants.csv,975,hostplant-001016,トドマツ,マツ科
public/hostplants.csv,988,hostplant-001029,マメザクラ,バラ科
public/hostplants.csv,989,hostplant-001030,ズミ,バラ科
public/hostplants.csv,1007,hostplant-001048,コマユミ,ニシキギ科
public/hostplants.csv,1010,hostplant-001051,コマユミ,ニシキギ科
public/hostplants.csv,1013,hostplant-001054,クロヅル,ニシキギ科
public/hostplants.csv,1018,hostplant-001059,ダンコウバイ,クスノキ科
public/hostplants.csv,1023,hostplant-001064,ソメイヨシノ,バラ科
public/hostplants.csv,1035,hostplant-001076,ヒメヤシャブシ,カバノキ科
public/hostplants.csv,1040,hostplant-001081,ズミ,バラ科
public/hostplants.csv,1042,hostplant-001083,カイドウ,バラ科
public/hostplants.csv,1043,hostplant-001084,カマツカ,バラ科
public/hostplants.csv,1048,hostplant-001089,ダンコウバイ,クスノキ科
public/hostplants.csv,1058,hostplant-001099,オオバクロモジ,クスノキ科
public/hostplants.csv,1070,hostplant-001111,ノブドウ,ブドウ科
public/hostplants.csv,1071,hostplant-001112,サンカクヅル,ブドウ科
public/hostplants.csv,1079,hostplant-001120,ブナ,ブナ科
public/hostplants.csv,1089,hostplant-001130,アベマキ,ブナ科
public/hostplants.csv,1098,hostplant-001139,ソメイヨシノ,バラ科
public/hostplants.csv,1106,hostplant-001147,ヒロハツリバナ,ニシキギ科
public/hostplants.csv,1113,hostplant-001154,イボタノキ,モクセイ科
public/hostplants.csv,1114,hostplant-001155,ハシドイ,モクセイ科
public/hostplants.csv,1117,hostplant-001158,ツルウメモドキ,ニシキギ科
public/hostplants.csv,1119,hostplant-001160,コマユミ,ニシキギ科
public/hostplants.csv,1120,hostplant-001161,ツルマサキ,ニシキギ科
public/hostplants.csv,1123,hostplant-001164,イヌツゲ,モチノキ科
public/hostplants.csv,1125,hostplant-001166,アオハダ,モチノキ科
public/hostplants.csv,1133,hostplant-001174,ゴンズイ,ミツバウツギ科
public/hostplants.csv,1149,hostplant-001190,ノイバラ,バラ科
public/hostplants.csv,1150,hostplant-001191,サンショウバラ,バラ科
public/hostplants.csv,1154,hostplant-001195,シキミ,マツブサ科
public/hostplants.csv,1156,hostplant-001197,クマワラビ,オシダ科
public/hostplants.csv,1161,hostplant-001202,ノイバラ,バラ科
public/hostplants.csv,1171,hostplant-001212,ヤマモミジ,ムクロジ科
public/hostplants.csv,1174,hostplant-001215,ヤマモミジ,ムクロジ科
public/hostplants.csv,1175,hostplant-001216,ハウチワカエデ,ムクロジ科
public/hostplants.csv,1177,hostplant-001218,クマシデ,カバノキ科
public/hostplants.csv,1193,hostplant-001234,ドウダンツツジ,ツツジ科
public/hostplants.csv,1203,hostplant-001245,ネズミモチ,モクセイ科
public/hostplants.csv,1208,hostplant-001250,ホオノキ,モクレン科
public/hostplants.csv,1212,hostplant-001254,ヤマコウバシ,クスノキ科
public/hostplants.csv,1213,hostplant-001255,ダンコウバイ,クスノキ科
public/hostplants.csv,1236,hostplant-001279,ダケカンバ,カバノキ科
public/hostplants.csv,1261,hostplant-001304,イスノキ,マンサク科
public/hostplants.csv,1279,hostplant-001315,ソメイヨシノ,バラ科
public/hostplants.csv,1287,hostplant-001323,カシグルミ,クルミ科
public/hostplants.csv,1288,hostplant-001324,ノグルミ,クルミ科
public/hostplants.csv,1295,hostplant-001331,ソメイヨシノ,バラ科
public/hostplants.csv,1314,hostplant-001351,マテバシイ,ブナ科
public/hostplants.csv,1315,hostplant-001352,ブナ,ブナ科
public/hostplants.csv,1326,hostplant-001365,センニンソウ,キンポウゲ科
public/hostplants.csv,1341,hostplant-001380,サクラ類,バラ科
public/hostplants.csv,1342,hostplant-001381,ズミ,バラ科
public/hostplants.csv,1343,hostplant-001382,アズキナシ,バラ科
public/hostplants.csv,1346,hostplant-001385,イヌタデ,タデ科
public/hostplants.csv,1351,hostplant-001390,ミチヤナギ,タデ科
public/hostplants.csv,1352,hostplant-001391,イヌタデ,タデ科
public/hostplants.csv,1354,hostplant-001393,ギシギシ,タデ科
public/hostplants.csv,1356,hostplant-001395,ミズヒキ,タデ科
public/hostplants.csv,1369,hostplant-001408,ネズミモチ,モクセイ科
public/hostplants.csv,1373,hostplant-001412,イボタノキ,モクセイ科
public/hostplants.csv,1400,hostplant-001439,タンポポ属,キク科
public/hostplants.csv,1455,hostplant-001495,レイシ,ムクロジ科
public/hostplants.csv,1478,hostplant-001518,ミツバ,セリ科
public/hostplants.csv,1484,hostplant-001524,ノイバラ,バラ科
public/hostplants.csv,1492,hostplant-001532,クロマメノキ,ツツジ科
public/hostplants.csv,1497,hostplant-001537,ブナ,ブナ科
public/hostplants.csv,1501,hostplant-001541,アベマキ,ブナ科
public/hostplants.csv,1506,hostplant-001546,カワヤナギ,ヤナギ科
public/hostplants.csv,1509,hostplant-001549,クマヤナギ,クロウメモドキ科
public/hostplants.csv,1524,hostplant-001564,ツルアジサイ,アジサイ科
public/hostplants.csv,1525,hostplant-001565,ガクアジサイ,アジサイ科
public/hostplants.csv,1526,hostplant-001566,イワガラミ,アジサイ科
public/hostplants.csv,1530,hostplant-001570,イワガラミ,アジサイ科
public/hostplants.csv,1534,hostplant-001574,マタタビ,マタタビ科
public/hostplants.csv,1543,hostplant-001583,ヒメヤシャブシ,カバノキ科
public/hostplants.csv,1544,hostplant-001584,クマシデ,カバノキ科
public/hostplants.csv,1546,hostplant-001586,ヤマモミジ,ムクロジ科
public/hostplants.csv,1547,hostplant-001587,ハウチワカエデ,ムクロジ科
public/hostplants.csv,1549,hostplant-001589,コハウチワカエデ,ムクロジ科
public/hostplants.csv,1554,hostplant-001594,ノブドウ,ブドウ科
public/hostplants.csv,1555,hostplant-001595,ヤブカラシ,ブドウ科
public/hostplants.csv,1558,hostplant-001598,サンカクヅル,ブドウ科
public/hostplants.csv,1560,hostplant-001600,キツリフネ,ツリフネソウ科
public/hostplants.csv,1584,hostplant-001624,クマシデ,カバノキ科
public/hostplants.csv,1586,hostplant-001626,イヌブナ,ブナ科
public/hostplants.csv,1593,hostplant-001633,ズミ,バラ科
public/hostplants.csv,1599,hostplant-001640,サワシバ,カバノキ科
public/hostplants.csv,1607,hostplant-001648,ヒメヤシャブシ,カバノキ科
public/hostplants.csv,1632,hostplant-001674,ホルトノキ,ホルトノキ科
public/hostplants.csv,1642,hostplant-001684,ストローブマツ,マツ科
public/hostplants.csv,1652,hostplant-001694,コゴメウツギ,バラ科
public/hostplants.csv,1662,hostplant-001704,アキノキリンソウ,キク科
public/hostplants.csv,1676,hostplant-001718,アキノキリンソウ,キク科
public/hostplants.csv,1677,hostplant-001719,ツワブキ,キク科
public/hostplants.csv,1678,hostplant-001720,ヨメナ,キク科
public/hostplants.csv,1717,hostplant-001759,イズセンリョウ,サクラソウ科
public/hostplants.csv,1728,hostplant-001770,センニンソウ,キンポウゲ科
public/hostplants.csv,1730,hostplant-001772,イズセンリョウ,サクラソウ科
public/hostplants.csv,1733,hostplant-001775,センニンソウ,キンポウゲ科
public/hostplants.csv,1739,hostplant-001781,スモモ,バラ科
public/hostplants.csv,1745,hostplant-001787,サクラ類,バラ科
public/hostplants.csv,1748,hostplant-001791,シダレヤナギ,ヤナギ科
public/hostplants.csv,1752,hostplant-001796,マツ,マツ科
public/hostplants.csv,1757,hostplant-001802,アベマキ,ブナ科
public/hostplants.csv,1763,hostplant-001809,ササ類,イネ科
public/hostplants.csv,1767,hostplant-001814,ササ類,イネ科
public/hostplants.csv,1778,hostplant-001826,ヒマラヤスギ,マツ科
public/hostplants.csv,1779,hostplant-001827,マツ,マツ科
public/hostplants.csv,1782,hostplant-001831,クスギ,ブナ科
public/hostplants.csv,1795,hostplant-001845,アベマキ,ブナ科
public/hostplants.csv,1813,hostplant-001864,イヌコリヤナギ,ヤナギ科
public/hostplants.csv,1819,hostplant-001870,サクラ類,バラ科
public/hostplants.csv,1824,hostplant-001879,ハコネウツギ,スイカズラ科
public/hostplants.csv,1827,hostplant-001882,キンギンボク,スイカズラ科
public/hostplants.csv,1832,hostplant-001887,ヤマグワ,クワ科
public/hostplants.csv,1841,hostplant-001897,ナツツバキ,ツバキ科
public/hostplants.csv,1843,hostplant-001900,サワフタギ,ハイノキ科
public/hostplants.csv,1848,hostplant-001906,ニワウルシ,ニガキ科
public/hostplants.csv,1850,hostplant-001908,キハダ,ミカン科
public/hostplants.csv,1890,hostplant-001955,ウルシ,ウルシ科
public/hostplants.csv,1903,hostplant-001970,クスギ,ブナ科
public/hostplants.csv,1918,hostplant-001987,ブナ,ブナ科
public/hostplants.csv,1922,hostplant-001992,イボタノキ,モクセイ科
public/hostplants.csv,1925,hostplant-001995,ネズミモチ,モクセイ科
public/hostplants.csv,1928,hostplant-001998,サツマイモ,ヒルガオ科
public/hostplants.csv,1931,hostplant-002001,フジマメ,マメ科
public/hostplants.csv,1950,hostplant-002025,ホオノキ,モクレン科
public/hostplants.csv,1971,hostplant-002049,イボタノキ,モクセイ科
public/hostplants.csv,1972,hostplant-002050,ハシドイ,モクセイ科
public/hostplants.csv,1974,hostplant-002053,イボタノキ,モクセイ科
public/hostplants.csv,1975,hostplant-002054,ハシドイ,モクセイ科
public/hostplants.csv,1977,hostplant-002057,イボタノキ,モクセイ科
public/hostplants.csv,1978,hostplant-002058,ハシドイ,モクセイ科
public/hostplants.csv,1985,hostplant-002066,クマシデ,カバノキ科
public/hostplants.csv,1992,hostplant-002073,ハギ類,マメ科
public/hostplants.csv,2001,hostplant-002083,サクラ類,バラ科
public/hostplants.csv,2003,hostplant-002085,アンズ,バラ科
public/hostplants.csv,2010,hostplant-002093,ドウダンツツジ,ツツジ科
public/hostplants.csv,2012,hostplant-002095,ドロヤナギ,ヤナギ科
public/hostplants.csv,2020,hostplant-002104,ドロヤナギ,ヤナギ科
public/hostplants.csv,2023,hostplant-002108,クチナシ,アカネ科
public/hostplants.csv,2024,hostplant-002109,アカミズキ,アカネ科
public/hostplants.csv,2027,hostplant-002113,ギョクシンカ,アカネ科
public/hostplants.csv,2028,hostplant-002114,クチナシ,アカネ科
public/hostplants.csv,2031,hostplant-002118,オミナエシ,スイカズラ科
public/hostplants.csv,2032,hostplant-002119,オトコエシ,オミナエシ科
public/hostplants.csv,2035,hostplant-002123,キンギンボク,スイカズラ科
public/hostplants.csv,2040,hostplant-002130,カギカズラ,アカネ科
public/hostplants.csv,2041,hostplant-002131,アカミズキ,アカネ科
public/hostplants.csv,2045,hostplant-002135,ノブドウ,ブドウ科
public/hostplants.csv,2047,hostplant-002137,サルナシ,マタタビ科
public/hostplants.csv,2049,hostplant-002140,ヤブカラシ,ブドウ科
public/hostplants.csv,2051,hostplant-002142,ノブドウ,ブドウ科
public/hostplants.csv,2056,hostplant-002147,カワラマツバ,アカネ科
public/hostplants.csv,2061,hostplant-002154,コンロンカ,アカネ科
public/hostplants.csv,2064,hostplant-002158,ヘクソカズラ,アカネ科
public/hostplants.csv,2074,hostplant-002171,ヘクソカズラ,アカネ科
public/hostplants.csv,2080,hostplant-002178,ホウセンカ,ツリフネソウ科
public/hostplants.csv,2086,hostplant-002184,ヤナギラン,アカバナ科
public/hostplants.csv,2088,hostplant-002186,カワラマツバ,アカネ科
public/hostplants.csv,2098,hostplant-002196,ノブドウ,ブドウ科
public/hostplants.csv,2101,hostplant-002200,ノブドウ,ブドウ科
public/hostplants.csv,2103,hostplant-002203,ヤマノイモ,ヤマノイモ科
public/hostplants.csv,2106,hostplant-002207,ヤブカラシ,ブドウ科
public/hostplants.csv,2110,hostplant-002211,テンナンショウ,サトイモ科
public/hostplants.csv,2113,hostplant-002217,ヤブカラシ,ブドウ科
public/hostplants.csv,2129,hostplant-002235,テンナンショウ,サトイモ科
public/hostplants.csv,2138,hostplant-002247,ヤマナラシ,ヤナギ科
public/hostplants.csv,2140,hostplant-002249,ヤマナラシ属,ヤナギ科
public/hostplants.csv,2143,hostplant-002252,ヤマナラシ属,ヤナギ科
public/hostplants.csv,2145,hostplant-002254,ヤマナラシ属,ヤナギ科
public/hostplants.csv,2147,hostplant-002256,ヤナギ類,ヤナギ科
public/hostplants.csv,2177,hostplant-002286,ブナ,ブナ科
public/hostplants.csv,2190,hostplant-002299,メダケ,イネ科
public/hostplants.csv,2199,hostplant-002308,アベマキ,ブナ科
public/hostplants.csv,2205,hostplant-002314,サクラ類,バラ科
public/hostplants.csv,2206,hostplant-002315,ズミ,バラ科
public/hostplants.csv,2212,hostplant-002321,サワフタギ,ハイノキ科
public/hostplants.csv,2214,hostplant-002323,ヒメシャラ,ツバキ科
public/hostplants.csv,2236,hostplant-002345,ブナ,ブナ科
public/hostplants.csv,2250,hostplant-002359,シラカンバ,カバノキ科
public/hostplants.csv,2253,hostplant-002362,ヤナギ,ヤナギ科
public/hostplants.csv,2255,hostplant-002364,ヤマナラシ,ヤナギ科
public/hostplants.csv,2256,hostplant-002365,ドロヤナギ,ヤナギ科
public/hostplants.csv,2263,hostplant-002372,カエデ属,ムクロジ科
public/hostplants.csv,2273,hostplant-002382,ヤシャブシ,カバノキ科
public/hostplants.csv,2274,hostplant-002383,ヒメヤシャブシ,カバノキ科
public/hostplants.csv,2275,hostplant-002384,オオバヤシャブシ,カバノキ科
public/hostplants.csv,2276,hostplant-002385,ツノハシバミ,カバノキ科
public/hostplants.csv,2278,hostplant-002387,サワシバ,カバノキ科
public/hostplants.csv,2279,hostplant-002388,クマシデ,カバノキ科
public/hostplants.csv,2297,hostplant-002406,ブナ,ブナ科
public/hostplants.csv,2312,hostplant-002421,ブナ,ブナ科
public/hostplants.csv,2321,hostplant-002430,ダケカンバ,カバノキ科
public/hostplants.csv,2322,hostplant-002431,シラカンバ,カバノキ科
public/hostplants.csv,2324,hostplant-002433,アズキナシ,バラ科
public/hostplants.csv,2326,hostplant-002435,ダケカンバ,カバノキ科
public/hostplants.csv,2327,hostplant-002436,ウダイカンバ,カバノキ科
public/hostplants.csv,2332,hostplant-002441,クマシデ,カバノキ科
public/hostplants.csv,2333,hostplant-002442,サワシバ,カバノキ科
public/hostplants.csv,2335,hostplant-002444,シラカンバ,カバノキ科
public/hostplants.csv,2336,hostplant-002445,ミズメ,カバノキ科
public/hostplants.csv,2338,hostplant-002447,ブナ,ブナ科
public/hostplants.csv,2342,hostplant-002451,クマシデ,カバノキ科
public/hostplants.csv,2347,hostplant-002456,アベマキ,ブナ科
public/hostplants.csv,2350,hostplant-002459,シラカンバ,カバノキ科
public/hostplants.csv,2353,hostplant-002462,ヤシャブシ,カバノキ科
public/hostplants.csv,2356,hostplant-002465,クマシデ,カバノキ科
public/hostplants.csv,2357,hostplant-002466,サワシバ,カバノキ科
public/hostplants.csv,2358,hostplant-002467,ミズメ,カバノキ科
public/hostplants.csv,2359,hostplant-002468,ハシバミ,カバノキ科
public/hostplants.csv,2360,hostplant-002469,ツノハシバミ,カバノキ科
public/hostplants.csv,2366,hostplant-002475,ダケカンバ,カバノキ科
public/hostplants.csv,2367,hostplant-002476,シラカンバ,カバノキ科
public/hostplants.csv,2372,hostplant-002481,ドロヤナギ,ヤナギ科
public/hostplants.csv,2375,hostplant-002484,シラカンバ,カバノキ科
public/hostplants.csv,2376,hostplant-002485,ダケカンバ,カバノキ科
public/hostplants.csv,2379,hostplant-002488,ダケカンバ,カバノキ科
public/hostplants.csv,2383,hostplant-002492,アズキナシ,バラ科
public/hostplants.csv,2390,hostplant-002499,カエデ類,ムクロジ科
public/hostplants.csv,2393,hostplant-002502,ヤシャブシ,カバノキ科
public/hostplants.csv,2407,hostplant-002516,アベマキ,ブナ科
public/hostplants.csv,2422,hostplant-002531,アベマキ,ブナ科
public/hostplants.csv,2425,hostplant-002534,ノブドウ,ブドウ科
public/hostplants.csv,2444,hostplant-002553,クロマメノキ,ツツジ科
public/hostplants.csv,2445,hostplant-002554,エゾツツジ,ツツジ科
public/hostplants.csv,2447,hostplant-002556,ウラシマツツジ,ツツジ科
public/hostplants.csv,2477,hostplant-002586,スゲ属,カヤツリグサ科
public/hostplants.csv,2484,hostplant-002593,ブナ,ブナ科
public/hostplants.csv,2486,hostplant-002595,カマツカ,バラ科
public/hostplants.csv,2490,hostplant-002599,セイヨウハコヤナギ,ヤナギ科
public/hostplants.csv,2491,hostplant-002600,ドロヤナギ,ヤナギ科
public/hostplants.csv,2494,hostplant-002603,ドロノキ,ヤナギ科
public/hostplants.csv,2500,hostplant-002609,ハシバミ,カバノキ科
public/hostplants.csv,2504,hostplant-002613,ビャクシン,ヒノキ科
public/hostplants.csv,2511,hostplant-002620,ヤナギ類,ヤナギ科
public/hostplants.csv,2530,hostplant-002639,マツ,マツ科
public/hostplants.csv,2540,hostplant-002649,サワグルミ,クルミ科
public/hostplants.csv,2556,hostplant-002665,イヌビワ,クワ科
public/hostplants.csv,2557,hostplant-002666,オオイタビ,クワ科
public/hostplants.csv,2612,hostplant-002721,チャノキ,ツバキ科
public/hostplants.csv,2662,hostplant-002771,モンパノキ,ムラサキ科
public/hostplants.csv,2681,hostplant-002790,ギシギシ,タデ科
public/hostplants.csv,2692,hostplant-002801,スイバ,タデ科
public/hostplants.csv,2716,hostplant-002825,スイバ,タデ科
public/hostplants.csv,2732,hostplant-002841,ギシギシ,タデ科
public/hostplants.csv,2742,hostplant-002851,アベマキ,ブナ科
public/hostplants.csv,2748,hostplant-002857,アベマキ,ブナ科
public/hostplants.csv,2766,hostplant-002875,スイバ,タデ科
public/hostplants.csv,2773,hostplant-002882,オオバイヌビワ,クワ科
public/hostplants.csv,2775,hostplant-002884,ガジュマル,クワ科
public/hostplants.csv,2777,hostplant-002886,ガジュマル,クワ科
public/hostplants.csv,2778,hostplant-002887,イヌビワ,クワ科
public/hostplants.csv,2782,hostplant-002891,ガジュマル,クワ科
public/hostplants.csv,2784,hostplant-002893,ガジュマル,クワ科
public/hostplants.csv,2787,hostplant-002896,モモタマナ,シクンシ科
public/hostplants.csv,2793,hostplant-002902,カバノキ属,カバノキ科
public/hostplants.csv,2797,hostplant-002906,シナノキ属,アオイ科
public/hostplants.csv,2798,hostplant-002907,サクラ属,バラ科
public/hostplants.csv,2808,hostplant-002917,コナラ属,ブナ科
public/hostplants.csv,2820,hostplant-002930,ブナ,ブナ科
public/hostplants.csv,2825,hostplant-002935,アカメガシワ,トウダイグサ科
public/hostplants.csv,2832,hostplant-002942,シダレヤナギ,ヤナギ科
public/hostplants.csv,2836,hostplant-002946,イチイガシ,ブナ科
public/hostplants.csv,2840,hostplant-002950,カキノキ,カキノキ科
public/hostplants.csv,2846,hostplant-002956,ナンキンハゼ,トウダイグサ科
public/hostplants.csv,2852,hostplant-002962,マダケ,イネ科
