score,category,display_scope,profile_id,plant_name,scientific_name,family,family_latin,page,printed_page,source,current_value,expected_or_check,reason,evidence
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000469,アキザキナギラン,Cymbidium aspidistrifolium,ラン科,ORCHIDACEAE,75,148,日本の野生植物 第1巻,Cryptostylis,cymbidium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002028,アキニレ,Ulmus parvifolia,ニレ科,ULMACEAE,250,499,日本の野生植物 第1巻,Zelkova,ulmus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004593,アキノコハマギク,Chrysanthemum arcticum,キク科,ASTERACEAE,282,,日本の野生植物 第2巻,Artemisia,chrysanthemum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004629,アキノハハコグサ,Pseudognaphalium lypoleucum,キク科,ASTERACEAE,287,,日本の野生植物 第2巻,Leontopodium,pseudognaphalium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000247,アギナシ,Sagittaria aginashi,オモダカ科,ALISMATACEAE,48,,日本の野生植物 第1巻,Sagitaria,sagittaria,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003413,アクシバ,Vaecinium japonieu,ツツジ科,ERICACEAE,142,283,日本の野生植物 第2巻,Vaccinium,vaecinium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003548,アケボノソウ,Swertia bimaculata,アカネ科,RUBIACEAE,157,,日本の野生植物 第2巻,Schenkia,swertia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003624,アサガオガラクサ,Evolvulus alsinoides,キョウチクトウ科,APOCYNACEAE,166,,日本の野生植物 第2巻,Erycibe,evolvulus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003528,アサマリンドウ,Gentiana sikokiana,アカネ科,RUBIACEAE,155,,日本の野生植物 第2巻,Swertia,gentiana,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001230,アシカキ,Leersia japoniea,イネ科,POACEAE,147,,日本の野生植物 第1巻,Chikusichloa,leersia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003366,アシタカツツジ,Rhododendron komiyamae,ツツジ科,ERICACEAE,137,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001413,アシボン,Mierostegium vimineum,イネ科,POACEAE,169,,日本の野生植物 第1巻,Melinis,mierostegium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001220,アズマザサ,Sasaella ramosa,イネ科,POACEAE,146,,日本の野生植物 第1巻,Sasa,sasaella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003331,アズマシャクナゲ,Rhododendron degronianum,ツツジ科,ERICACEAE,136,270,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001801,アズマツメクサ,Tillaea aguatiea,ベンケイソウ科,CRASSULACEAE,215,,日本の野生植物 第1巻,Tilaea,tillaea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001209,アズマネザサ,Pleioblastus chino,イネ科,POACEAE,145,289,日本の野生植物 第1巻,Plyllostaclys,pleioblastus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000763,アズマホシクサ,Erioeanlon takae,ホシクサ科,ERIOCAULACEAE,108,,日本の野生植物 第1巻,Eriocaulon,erioeanlon,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001510,アズマレイジンソウ,Aconitum pteroeaule,キンポウゲ科,RANUNCULACEAE,184,367,日本の野生植物 第1巻,Thalictrum,aconitum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001511,アズミトリカブト,Aconitum azumiense,キンポウゲ科,RANUNCULACEAE,184,367,日本の野生植物 第1巻,Thalictrum,aconitum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003408,アセビ,Pieris japonica,ツツジ科,ERICACEAE,141,,日本の野生植物 第2巻,Arctous,pieris,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000354,アダン,Pandanus odoratissimus,タコノキ科,PANDANACEAE,61,120,日本の野生植物 第1巻,Freycinetia,pandanus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003660,アツバクコ,Lycium sandwicense,ナス科,SOLANACEAE,170,,日本の野生植物 第2巻,Lycianthes,lycium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003486,アツバシマザクラ,Leptopetalum paclyplyllam,アカネ科,RUBIACEAE,150,,日本の野生植物 第2巻,Leptodermis,leptopetalum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000475,アツモリソウ,Cypripedium macranthos,ラン科,ORCHIDACEAE,75,149,日本の野生植物 第1巻,Cypripedlum,cypripedium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003775,アプノメ,Dopatrium junceum,オオバコ科,PLANTAGINACEAE,185,,日本の野生植物 第2巻,Dopatrlum,dopatrium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004359,アベトウヒレン,Saussurea kurosawae,キク科,ASTERACEAE,258,514,日本の野生植物 第2巻,Hemisteptia,saussurea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003367,アマギツツジ,Rhododendron amagianum,ツツジ科,ERICACEAE,137,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003378,アマクサミツバツツジ,Rhododendron amakusaense,ツツジ科,ERICACEAE,138,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003270,アマシバ,Symplocos formosana,ハイノキ科,SYMPLOCACEAE,126,250,日本の野生植物 第2巻,Syuplocos,symplocos,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003565,アマミイケマ,Cynanchum boudieri,キョウチクトウ科,APOCYNACEAE,160,318,日本の野生植物 第2巻,Asclepias,cynanchum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001741,アマミチャルメルソウ,Mitella amamiana,ユキノシタ科,SAXIFRAGACEAE,208,,日本の野生植物 第1巻,Astilbe,mitella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000872,アマミナキリスゲ,Cares tabatae,カヤツリグサ科,CYPERACEAE,118,234,日本の野生植物 第1巻,Carex,cares,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001817,アマミナツヅタ,Parthenocissus heterophylla,ブドウ科,VITACEAE,218,434,日本の野生植物 第1巻,Cayratia,parthenocissus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002417,アミガサギリ,Alchornea liukiuensis,トウダイグサ科,EUPHORBIACEAE,297,,日本の野生植物 第1巻,Acalypha,alchornea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002953,アラゲタデ,Persiearia pulehra,タデ科,POLYGONACEAE,87,,日本の野生植物 第2巻,Persicaria,persiearia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003422,アラゲナツハゼ,Vaecinfum cilatum,ツツジ科,ERICACEAE,142,,日本の野生植物 第2巻,Vaccinium,vaecinfum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004846,アラゲヒョウタンボク,Lonicera strophiophora,スイカズラ科,CAPRIFOLIACEAE,313,,日本の野生植物 第2巻,Linnaea,lonicera,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004347,アラサワトウヒレン,Saussurea yanagitae,キク科,ASTERACEAE,257,,日本の野生植物 第2巻,Hemisteptia,saussurea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001722,アラシグサ,Boykinia lyeoetonifolia,ユキノシタ科,SAXIFRAGACEAE,206,,日本の野生植物 第1巻,Astilbe,boykinia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003440,アリドオシ,Damnaeantihus indieus,アカネ科,RUBIACEAE,146,,日本の野生植物 第2巻,Damnacanthus,damnaeantihus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000551,アリドオシラン,Myrmechis japoniea,ラン科,ORCHIDACEAE,83,,日本の野生植物 第1巻,Luisia,myrmechis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001810,アリノトウグサ,Gonoearpus mieranthus,アリノトウグサ科,HALORAGACEAE,216,,日本の野生植物 第1巻,GonocarPus,gonoearpus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002002,アリマグミ,Elaeagaus murakamiana,グミ科,ELAEAGNACEAE,246,,日本の野生植物 第1巻,Elaeagnus,elaeagaus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004070,アリモリソウ,Codonacantlus pauciflorus,キツネノマゴ科,ACANTHACEAE,223,445,日本の野生植物 第2巻,Codonacanthus,codonacantlus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001311,アワガエリ,Pheum panieulatum,イネ科,POACEAE,156,,日本の野生植物 第1巻,Phleum,pheum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000543,アワムヨウラン,Leeanorehis trachyeaula,ラン科,ORCHIDACEAE,82,,日本の野生植物 第1巻,Herminium,leeanorehis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002260,アンズ,Prunus armeniaca,バラ科,ROSACEAE,276,551,日本の野生植物 第1巻,Padus,prunus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001503,イイデトリカブト,Aconitum idemontanum,キンポウゲ科,RANUNCULACEAE,184,366,日本の野生植物 第1巻,Thalictrum,aconitum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000577,イイヌマムカゴ,Platanthera iinumae,ラン科,ORCHIDACEAE,86,171,日本の野生植物 第1巻,Peristylus,platanthera,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001090,イガガヤツリ,Cyperus polystachyos,カヤツリグサ科,CYPERACEAE,130,,日本の野生植物 第1巻,Cladium,cyperus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002361,イシガキカラスウリ,Trichosanthes homophylla,ウリ科,CUCURBITACEAE,290,,日本の野生植物 第1巻,Thadiantha,trichosanthes,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002996,イシモチソウ,Drosera peltata,タデ科,POLYGONACEAE,91,,日本の野生植物 第2巻,Drosena,drosera,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004464,イズカニコウモリ,Parasenecio amagiensis,キク科,ASTERACEAE,271,,日本の野生植物 第2巻,Nemnosenecio,parasenecio,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003229,イズセンリョウ,Maesa japonica,サクラソウ科,PRIMULACEAE,121,,日本の野生植物 第2巻,Lysimachia,maesa,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000336,イズドコロ,Dioseorea izuensis,ヤマノイモ科,DIOSCOREACEAE,59,,日本の野生植物 第1巻,Dioscorea,dioseorea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001372,イゼナガヤ,Eriachne armitti,イネ科,POACEAE,163,,日本の野生植物 第1巻,Coelachne,eriachne,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004600,イソギク,Chrysanthemum pacificum,キク科,ASTERACEAE,283,,日本の野生植物 第2巻,Artemisia,chrysanthemum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003324,イソツツジ,Rhododendron diversipilosum,ツツジ科,ERICACEAE,135,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001950,イソフジ,Sophora tomentosa,ハマビシ科,ZYGOPHYLLACEAE,239,,日本の野生植物 第1巻,Sophona,sophora,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003087,イソホウキギ,Bassia seoparia,ヒユ科,AMARANTHACEAE,101,,日本の野生植物 第2巻,Amaranthus,bassia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001431,イタチガヤ,Pogonatherum crinitum,イネ科,POACEAE,172,,日本の野生植物 第1巻,Phacelurus,pogonatherum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003302,イチゲイチヤクソウ,Moneses unillora,ツツジ科,ERICACEAE,131,261,日本の野生植物 第2巻,Chimaphila,moneses,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001327,イチゴツナギ,Poa sphondylodes,イネ科,POACEAE,157,,日本の野生植物 第1巻,Phleum,poa,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002049,イチジク,Ficus carica,クワ科,MORACEAE,254,506,日本の野生植物 第1巻,Fieus,ficus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001616,イチョウバイカモ,Ranunculus nipponieus,キンポウゲ科,RANUNCULACEAE,193,,日本の野生植物 第1巻,Pulsatilla,ranunculus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001321,イトイチゴツナギ,Poa matsumurne,イネ科,POACEAE,157,313,日本の野生植物 第1巻,Phleum,poa,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001175,イトイヌノハナヒゲ,Rhyuchospora faberi,カヤツリグサ科,CYPERACEAE,136,,日本の野生植物 第1巻,Rhynchospora,rhyuchospora,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000820,イトキンスゲ,Cares hakkodensis,カヤツリグサ科,CYPERACEAE,115,228,日本の野生植物 第1巻,Carex,cares,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000817,イトハナビテンツキ,Bulbostylis densa,カヤツリグサ科,CYPERACEAE,113,,日本の野生植物 第1巻,Bulbostylls,bulbostylis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000288,イトモ,Potamogeton berehtoldii,ヒルムシロ科,POTAMOGETONACEAE,53,105,日本の野生植物 第1巻,Stuckenia,potamogeton,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000646,イトラッキョウ,Allum virgunculae,ヒガンバナ科,AMARYLLIDACEAE,94,,日本の野生植物 第1巻,Allium,allum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004317,イナトウヒレン,Saussurea inaensis,キク科,ASTERACEAE,256,511,日本の野生植物 第2巻,Hemisteptia,saussurea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003496,イナモリソウ,Pseudopysis depressa,アカネ科,RUBIACEAE,151,,日本の野生植物 第2巻,Pseudopyxis,pseudopysis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
