audit_id,entity,action,record_ids,insect_id,note_type,match_content,field,expected_value,approved_value,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,evidence,decision,reviewed_on,note_page,note_year
H1-012,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-029-01,species-2185,,,,,,チョウセンヤマナラシ,ヤナギ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,24,23,原PDF画像の寄主植物欄で国外寄主「チョウセンヤマナラシ」を確認。ロシアでの記録（Populus davidiana f. laticuneata）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-013,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-030-01,species-2171,,,,,,シラカンバ,カバノキ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,25,24,原PDF画像の寄主植物欄で国外寄主「シラカンバ」を確認。ロシアでの記録（Betula platyphylla）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-014,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-030-02,species-2171,,,,,,ハンノキ属,カバノキ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,25,24,原PDF画像の寄主植物欄で国外寄主「ハンノキ属」を確認。ロシアでの記録（Alnus）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-015,hostplant,delete_host_records,hostplant-000530; hostplant-000531,species-2188,,,,,,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,26,25,原PDFは「モミ属 Abies，トウヒ属 Picea」と属レベルで記載。,同じ出典の属レベル行が存在するため、意味重複する種名風の2行を削除。,2026-07-12,,
H1-016,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-034-01,species-2195,,,,,,カバノキ属,カバノキ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,26,25,原PDF画像の寄主植物欄で国外寄主「カバノキ属」を確認。イギリスでの記録（Betula）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-017,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-037-01,species-2182,,,,,,チョウセンモミ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,27,26,原PDF画像の寄主植物欄で国外寄主「チョウセンモミ」を確認。ロシアでの記録（Abies holophylla）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-018,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-037-02,species-2182,,,,,,アカトドマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,27,26,原PDF画像の寄主植物欄で国外寄主「アカトドマツ」を確認。ロシアでの記録（Abies sachalinensis var. sachalinensis）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-019,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-042-01,species-2191,,,,,,トウヒ属,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,28,27,原PDF画像の寄主植物欄で国外寄主「トウヒ属」を確認。ヨーロッパでの記録（Picea spp.）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-020,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-01,species-2315,,,,,,ワタ,アオイ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「ワタ」を確認。海外での記録（Gossypium arboreum var. obtusifolium）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-021,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-02,species-2315,,,,,,ハイビスカス,アオイ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「ハイビスカス」を確認。海外での記録（Hibiscus spp.）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-022,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-03,species-2315,,,,,,アオイ科,アオイ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「アオイ科」を確認。海外での科レベルの記録,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-023,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-04,species-2315,,,,,,ペポカボチャ,ウリ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「ペポカボチャ」を確認。海外での記録（Cucurbita pepo）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-024,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-05,species-2315,,,,,,フトモモ科,フトモモ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「フトモモ科」を確認。海外での科レベルの記録,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-025,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-047-06,species-2315,,,,,,バラ科,バラ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「バラ科」を確認。海外での科レベルの記録,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-026,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-048-01,species-2147,,,,,,ヤナギ類,ヤナギ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF画像の寄主植物欄で国外寄主「ヤナギ類」を確認。ヨーロッパでの記録（Salix）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-027,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-050-01,species-2196,,,,,,カバノキ属,カバノキ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,31,30,原PDF画像の寄主植物欄で国外寄主「カバノキ属」を確認。ロシアでの記録（Betula）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-028,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-051-01,species-2197,,,,,,マンシュウハシドイ,モクセイ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,31,30,原PDF画像の寄主植物欄で国外寄主「マンシュウハシドイ」を確認。ロシアでの記録（Syringa reticulata var. amurensis）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-029,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-054-01,species-2200,,,plant_family,レンプクソウ科,ガマズミ科,カンボク,ガマズミ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,32,31,原PDF画像の国外寄主「カンボク Viburnum opulus var. sargentii」を確認。原典の科名「レンプクソウ科」はサイトのYList正準科名「ガマズミ科」へ正規化。,国内寄主と混同せず野外（国外）として追加し、科名は現行正準値へ統一。,2026-07-12,,
H1-030,general_note,replace_note_content,,species-2213,生態情報,本州では高山帯に分布．成虫発生時期は6 ～7 月,,,本州では高山帯に分布,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,34,33,原PDF画像で分布文と成虫発生時期が別文であることを確認。,生態情報から時期を分離。,2026-07-12,,
H1-031,general_note,add_note,note-hamakiga1-2213-emergence-92f255988d36,species-2213,出現時期,,,,6-7月,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,34,33,原PDF画像に「成虫発生時期は6〜7月」と明記。,出現時期として独立追加。,2026-07-12,,
H1-032,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-070-01,species-2219,,,,,,ヤナギ属,ヤナギ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,36,35,原PDF画像の寄主植物欄で国外寄主「ヤナギ属」を確認。国外での記録（Salix）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-033,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-077-01,species-2227,,,,,,タイワンアカマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,38,37,原PDF画像の寄主植物欄で国外寄主「タイワンアカマツ」を確認。中国での記録（Pinus massoniana）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-034,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-079-01,species-2229,,,,,,ヨーロッパアカマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,38,37,原PDF画像の寄主植物欄で国外寄主「ヨーロッパアカマツ」を確認。ヨーロッパでの記録（Pinus sylvestris）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-035,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-087-01,species-2261,,,,,,コウゾリナ,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「コウゾリナ」を確認。ヨーロッパでの記録（Picris hieracioides）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-036,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-087-02,species-2261,,,,,,ヤグルマギク,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「ヤグルマギク」を確認。ヨーロッパでの記録（Cyanus segetum）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-037,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-087-03,species-2261,,,,,,ノゲシ類,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「ノゲシ類」を確認。ヨーロッパでの記録（Lactucaの仲間）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-038,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-088-01,species-2262,,,,,,アメリカオニアザミ,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「アメリカオニアザミ」を確認。ヨーロッパでの記録（Cirsium vulgare）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-039,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-088-02,species-2262,,,,,,ヤグルマギク,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「ヤグルマギク」を確認。ヨーロッパでの記録（Cyanus segetum）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-040,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-088-03,species-2262,,,,,,ヒレアザミ属,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,41,40,原PDF画像の寄主植物欄で国外寄主「ヒレアザミ属」を確認。ヨーロッパでの記録（Carduusの仲間）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-041,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-095-01,species-2269,,,,,,キオン属,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,43,42,原PDF画像の寄主植物欄で国外寄主「キオン属」を確認。ヨーロッパでの記録（Senecio）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-042,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-100-01,species-2274,,,,,,アキノキリンソウ,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,44,43,原PDF画像の寄主植物欄で国外寄主「アキノキリンソウ」を確認。ヨーロッパでの記録（Solidago virgaurea）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-043,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-101-01,species-2275,,,,,,アキノキリンソウ,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像の寄主植物欄で国外寄主「アキノキリンソウ」を確認。ヨーロッパでの記録（Solidago virgaurea）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-044,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-101-02,species-2275,,,,,,シオン属,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像の寄主植物欄で国外寄主「シオン属」を確認。ヨーロッパでの記録（Aster）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-045,hostplant,delete_host_records,hostplant-908387,species-2276,,,,,,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,栽培キクの関係が同一出典で2行存在。原PDF画像では1関係。,hostplant-000597へ統合し、重複行を削除。,2026-07-12,,
H1-046,hostplant,update_host_field,hostplant-000594,species-2276,,,plant_part,葉,茎,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像に幼虫は茎の先端へ食入して虫こぶをつくると明記。,同じ寄主列の4行を原文の利用部位「茎」に修正。,2026-07-12,,
H1-047,hostplant,update_host_field,hostplant-000595,species-2276,,,plant_part,葉,茎,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像に幼虫は茎の先端へ食入して虫こぶをつくると明記。,同じ寄主列の4行を原文の利用部位「茎」に修正。,2026-07-12,,
H1-048,hostplant,update_host_field,hostplant-000596,species-2276,,,plant_part,葉,茎,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像に幼虫は茎の先端へ食入して虫こぶをつくると明記。,同じ寄主列の4行を原文の利用部位「茎」に修正。,2026-07-12,,
H1-049,hostplant,update_host_field,hostplant-000597,species-2276,,,plant_part,葉,茎,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,45,44,原PDF画像に幼虫は茎の先端へ食入して虫こぶをつくると明記。,同じ寄主列の4行を原文の利用部位「茎」に修正。,2026-07-12,,
H1-050,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-107-01,species-2281,,,,,,ヨモギ属,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,46,45,原PDF画像の寄主植物欄で国外寄主「ヨモギ属」を確認。ヨーロッパでの記録（Artemisia）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
