record_id,insect_id,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes
hostplant-000590,species-2269,不明,,野外（国内）,葉,幼虫,,日本では
hostplant-000591,species-2273,不明,,野外（国内）,葉,幼虫,,
hostplant-000592,species-2274,不明,,野外（国内）,葉,幼虫,,日本では
hostplant-000593,species-2275,不明,,野外（国内）,葉,幼虫,,日本では
hostplant-000594,species-2276,ヨモギ,キク科,野外（国内）,葉,幼虫,,
hostplant-000595,species-2276,オオヨモギ,キク科,野外（国内）,葉,幼虫,,
hostplant-000596,species-2276,ニガヨモギ,キク科,野外（国内）,葉,幼虫,,
hostplant-000597,species-2276,キク,キク科,野外（国内）,葉,幼虫,,栽培
hostplant-000598,species-2278,ヨモギ,キク科,野外（国内）,葉,幼虫,,
hostplant-000599,species-2285,不明,,野外（国内）,葉,幼虫,,
hostplant-000600,species-3433,イノデ,オシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000601,species-3434,リュウビンタイ,リュウビンタイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000602,species-3434,ホウビガンジュ,フルシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000603,species-3434,イワヒトデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000604,species-3434,オオイワヒトデ,ウラボシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000605,species-3434,オニヤブソテツ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000606,species-3434,クマワラビ,オシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000607,species-3434,イノモトソウ,イノモトソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000608,species-3434,イシカグマ,コバノイシカグマ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000609,species-3434,ゼンマイ,ゼンマイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000611,species-3435,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000612,species-3435,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000613,species-3435,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000614,species-3435,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000615,species-3435,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000617,species-3436,サワシバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000618,species-3436,ツノハシバミ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000621,species-3436,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000622,species-3437,カマツカ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000623,species-3438,ノグルミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000624,species-3438,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000626,species-3439,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000627,species-3439,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000628,species-3439,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000629,species-3439,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000631,species-3440,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000632,species-3440,ツノハシバミ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000633,species-3440,ブナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000634,species-3440,イヌブナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000635,species-3440,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000638,species-3442,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000639,species-3442,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000640,species-3442,シナノキ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000641,species-3442,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000643,species-3443,ヤシャブシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000644,species-3443,ヤマハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000645,species-3443,ハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000646,species-3443,ヤハズハンノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000647,species-3443,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000648,species-3443,ウダイカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000649,species-3443,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000651,species-3444,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000652,species-3444,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000653,species-3444,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000654,species-3444,シラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000655,species-3444,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000656,species-3444,アベマキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000657,species-3445,スダジイ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000658,species-3446,ヌルデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000659,species-3447,ツタウルシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000660,species-3447,ヤマウルシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000661,species-3447,ウルシ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000663,species-3448,ハゼノキ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000664,species-3449,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000665,species-3450,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000666,species-3451,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000667,species-3451,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000669,species-3452,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000670,species-3452,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000672,species-3453,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000673,species-3453,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000675,species-3454,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000676,species-3454,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000677,species-3454,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000679,species-3455,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000680,species-3455,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000681,species-3456,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000682,species-3456,ウラジロガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000683,species-3456,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000684,species-3456,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000685,species-3456,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000686,species-3457,シラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000687,species-3458,ズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000688,species-3458,リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000689,species-3458,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000690,species-3459,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000691,species-3459,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000692,species-3459,シラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000693,species-3459,ウバメガシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000694,species-3460,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000695,species-3460,ハクサンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000696,species-3460,サンゴジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000697,species-3460,カンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000698,species-3460,ゴマギ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000699,species-3460,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000701,species-3461,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000702,species-3461,オオカメノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000703,species-3461,カンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000704,species-3461,テマリカンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000705,species-3461,ゴマギ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000706,species-3461,チドリノキ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000708,species-3462,ハクサンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000709,species-3462,サンゴジュ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000711,species-3463,モチノキ,モチノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000712,species-3465,ユズリハ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000713,species-3466,ウリノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000714,species-3467,ウリノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000715,species-3468,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000716,species-3468,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000718,species-3469,クロイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000719,species-3469,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000720,species-3469,エビガライチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000721,species-3469,カジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000722,species-3469,キイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000724,species-3470,オオカメノキ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000725,species-3471,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000726,species-3472,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000727,species-3473,コゴメウツギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000728,species-3473,モミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000730,species-3474,キイチゴ属,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000731,species-3475,カジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000732,species-3475,コジキイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000734,species-3476,クサイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000735,species-3476,フユイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000736,species-3476,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000737,species-3476,ノイバラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000739,species-3479,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000740,species-3480,クマシデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000741,species-3480,サワシバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000743,species-3481,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000744,species-3481,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000746,species-3482,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000747,species-3482,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000749,species-3483,ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000750,species-3483,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000751,species-3484,ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000752,species-3484,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000753,species-3485,ソメイヨシノ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000754,species-3485,ウワミズザクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000755,species-3485,ナナカマド,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000757,species-3486,サクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000758,species-3486,リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000760,species-3488,マメザクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000761,species-3490,ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000762,species-3492,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000763,species-3493,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000764,species-3493,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000765,species-3493,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000766,species-3493,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000768,species-3495,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000769,species-3495,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000770,species-3495,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000771,species-3495,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000772,species-3495,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000774,species-3498,カバノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000775,species-3498,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000776,species-3499,シラカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000777,species-3499,ダケカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000779,species-3500,クマシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000780,species-3501,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000781,species-3501,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000782,species-3501,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000784,species-3502,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000785,species-3502,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000786,species-3502,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000788,species-3503,サワグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000789,species-3505,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000790,species-3506,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000791,species-3506,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000792,species-3506,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000793,species-3506,アキニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000795,species-3507,ヤマボウシ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000796,species-3507,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000797,species-3507,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000798,species-3507,アキニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000800,species-3509,ナツツバキ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000801,species-3510,リョウブ,リョウブ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000802,species-3512,ナナカマド,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000803,species-3512,ハシドイ,モクセイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000804,species-3513,ガマズミ属,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000805,species-3514,ユズリハ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000806,species-3514,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000808,species-3515,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000809,species-3516,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000810,species-3516,コバノガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000811,species-3516,オトコヨウゾメ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000813,species-3518,サンゴジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000814,species-3518,オオデマリ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000816,species-3522,ハマクサギ類,シソ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000817,species-3523,ハマクサギ類,シソ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000818,species-3523,ハマクサギ類,シソ科,国外,葉,幼虫,日本産蛾類標準図鑑1,台湾
hostplant-000819,species-3524,ガマズミ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000820,species-3525,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000821,species-3526,アカネ科,,国外,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000822,species-3526,アカネ科,,国外,葉,幼虫,日本産蛾類標準図鑑1,台湾
hostplant-000823,species-3527,ギョクシンカ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000824,species-3527,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000825,species-3528,クチナシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000826,species-3528,ギョクシンカ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000828,species-3530,アカミズキ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000829,species-3534,ガガイモ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000830,species-3534,オオカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000831,species-3534,コカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000832,species-3534,トキワカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000833,species-3534,ナンゴクカモメヅル,キョウチクトウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000835,species-3538,Endospermum,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000836,species-3539,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000837,species-3540,イタリアポプラ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000838,species-3543,オヒョウ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000839,species-3543,Ulmus 属のハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000840,species-3544,ツルウメモドキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000841,species-3544,クロヅル,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000842,species-3544,テリハツルウメモドキ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,沖縄島
hostplant-000843,species-3545,ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000844,species-3546,イヌコリヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000845,species-3546,キクヤナギとセイヨウハコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000846,species-3547,マユミ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000847,species-3547,コマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000848,species-3547,ヒロハツリバナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000849,species-3547,ツルウメモドキ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000850,species-3548,マサキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000851,species-3548,コマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000852,species-3548,ツルマサキ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000853,species-3548,沖縄島では,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000854,species-3548,ハリツルマサキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000855,species-3548,リュウキュウマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000856,species-3548,ニイタカマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000857,species-3548,コクテンギ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000858,species-3550,オノエヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000859,species-3550,オオヤマザクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000860,species-3552,コマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000861,species-3552,ツリバナ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000862,species-3554,キンシバイ,オトギリソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000863,species-3555,ソメイヨシノ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000864,species-3555,ヤマザクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000865,species-3556,コナラ属,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000866,species-3556,ウラジロガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000867,species-3556,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000868,species-3556,ウバメガシのほか落葉性のクヌギからも幼虫が得られている,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000869,species-3557,エノキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000870,species-3560,ヤブツバキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000871,species-3560,ユキツバキ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000872,species-3561,ナツツバキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000873,species-3561,ヒメシャラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000874,species-3561,ヤブツバキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000875,species-3561,ユキツバキ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000876,species-3562,ヤマモミジ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000877,species-3562,ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000878,species-3563,エゴノキ,エゴノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000879,species-3563,ハクウンボク,エゴノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
hostplant-000880,species-3565,ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
